image,label,xmin,ymin,xmax,ymax
rec_20250910_210821_000015.jpg,rat,161,207,205,225
rec_20250910_210821_000016.jpg,rat,177,206,215,226
rec_20250910_210821_000017.jpg,rat,179,207,215,225
rec_20250910_210821_000022.jpg,rat,180,207,213,224
rec_20250910_212002_000001.jpg,rat,132,209,182,229
rec_20250910_212002_000002.jpg,rat,151,205,198,227
rec_20250910_212002_000003.jpg,rat,161,204,213,225
rec_20250910_212002_000004.jpg,rat,164,205,213,227
rec_20250910_212002_000005.jpg,rat,162,204,201,226
rec_20250910_212002_000006.jpg,rat,165,207,193,226
rec_20250910_212002_000007.jpg,rat,167,204,191,225
rec_20250910_212002_000008.jpg,rat,166,208,191,227
rec_20250910_212223_000002.jpg,rat,129,208,163,231
rec_20250910_212223_000004.jpg,rat,132,210,163,231
rec_20250910_212223_000005.jpg,rat,133,211,161,231
rec_20250910_212223_000007.jpg,rat,166,207,201,226
rec_20250910_212223_000008.jpg,rat,169,206,209,225
rec_20250910_212223_000009.jpg,rat,174,207,208,227
rec_20250910_212223_000010.jpg,rat,174,208,210,227
rec_20250910_212223_000011.jpg,rat,175,206,209,226
rec_20250910_212223_000012.jpg,rat,173,206,209,226
rec_20250910_212223_000015.jpg,rat,173,207,209,226
rec_20250910_212223_000020.jpg,rat,174,208,211,226
rec_20250910_212223_000022.jpg,rat,182,203,211,225
rec_20250910_212223_000023.jpg,rat,183,203,210,224
rec_20250910_212223_000024.jpg,rat,183,209,206,223
rec_20250910_212950_000001.jpg,rat,104,214,133,229
rec_20250910_212950_000002.jpg,rat,101,212,147,230
rec_20250910_212950_000004.jpg,rat,144,209,177,228
rec_20250910_212950_000005.jpg,rat,135,208,175,229
rec_20250910_212950_000007.jpg,rat,137,208,166,227
rec_20250910_212950_000008.jpg,rat,140,211,173,228
rec_20250910_212950_000013.jpg,rat,38,219,62,232
rec_20250910_212950_000014.jpg,rat,44,219,67,234
rec_20250910_212950_000018.jpg,rat,42,220,68,234
rec_20250910_212950_000019.jpg,rat,43,219,70,234
rec_20250910_212950_000020.jpg,rat,50,214,108,234
rec_20250910_212950_000020.jpg,rat,168,208,191,227
rec_20250910_212950_000021.jpg,rat,86,217,120,231
rec_20250910_212950_000022.jpg,rat,86,216,117,232
rec_20250910_212950_000022.jpg,rat,169,208,192,226
rec_20250910_212950_000023.jpg,rat,105,211,143,230
rec_20250910_212950_000023.jpg,rat,170,206,195,226
rec_20250910_212950_000024.jpg,rat,107,212,155,232
rec_20250910_212950_000024.jpg,rat,169,206,193,226
rec_20250910_212950_000025.jpg,rat,172,206,192,225
rec_20250910_212950_000025.jpg,rat,108,213,154,231
rec_20250910_224431_000001.jpg,rat,157,209,180,226
rec_20250910_224431_000002.jpg,rat,158,209,178,228
rec_20250910_224431_000004.jpg,rat,158,210,177,226
rec_20250910_224431_000005.jpg,rat,158,211,178,227
rec_20250910_224431_000007.jpg,rat,161,210,177,227
rec_20250910_224431_000014.jpg,rat,159,210,177,225
rec_20250910_224431_000019.jpg,rat,157,209,177,227
rec_20250911_022712_000001.jpg,rat,83,211,120,231
rec_20250911_022712_000002.jpg,rat,84,212,128,234
rec_20250911_022712_000004.jpg,rat,92,210,139,232
rec_20250911_022712_000005.jpg,rat,93,208,140,234
rec_20250911_022712_000007.jpg,rat,100,207,143,232
rec_20250911_022712_000008.jpg,rat,110,209,136,231
rec_20250911_022712_000009.jpg,rat,108,208,142,231
rec_20250911_022712_000010.jpg,rat,108,211,140,231
rec_20250911_022712_000011.jpg,rat,111,210,144,230
rec_20250911_022712_000013.jpg,rat,116,209,142,230
rec_20250911_022712_000014.jpg,rat,116,209,140,230
rec_20250911_022712_000015.jpg,rat,110,208,141,230
rec_20250911_022712_000016.jpg,rat,109,208,142,231
rec_20250911_022712_000019.jpg,rat,113,209,141,230
rec_20250911_022712_000021.jpg,rat,114,210,142,230
rec_20250911_022712_000023.jpg,rat,112,209,140,231
rec_20250911_022712_000024.jpg,rat,110,209,140,230
rec_20250911_024029_000001.jpg,rat,99,212,125,233
rec_20250911_024029_000002.jpg,rat,98,209,130,231
rec_20250911_024029_000004.jpg,rat,99,212,119,230
rec_20250911_024029_000007.jpg,rat,100,213,122,228
rec_20250911_024029_000008.jpg,rat,97,211,124,232
rec_20250911_024029_000014.jpg,rat,99,213,125,230
rec_20250911_024029_000017.jpg,rat,98,211,125,230
rec_20250911_024029_000023.jpg,rat,97,212,119,231
rec_20250911_024029_000024.jpg,rat,99,213,119,230
rec_20250911_024246_000001.jpg,rat,102,209,124,230
rec_20250911_024246_000004.jpg,rat,103,211,124,231
rec_20250911_024246_000005.jpg,rat,102,210,122,231
rec_20250911_024246_000008.jpg,rat,101,211,122,231
rec_20250911_024246_000010.jpg,rat,100,208,122,231
rec_20250911_024246_000013.jpg,rat,102,211,121,232
rec_20250911_024246_000015.jpg,rat,100,212,122,231
rec_20250911_024246_000016.jpg,rat,100,212,120,230
rec_20250911_024246_000017.jpg,rat,101,210,125,232
rec_20250911_024246_000018.jpg,rat,102,210,124,231
rec_20250911_024246_000019.jpg,rat,101,207,126,231
rec_20250911_024246_000020.jpg,rat,102,210,125,230
rec_20250911_024246_000021.jpg,rat,101,208,125,231
rec_20250911_024246_000022.jpg,rat,102,207,124,231
rec_20250911_024246_000023.jpg,rat,101,208,123,231
rec_20250911_024337_000001.jpg,rat,102,208,124,228
rec_20250911_024337_000002.jpg,rat,103,212,120,229
rec_20250911_024337_000004.jpg,rat,103,208,122,232
rec_20250911_024337_000007.jpg,rat,103,211,119,229
rec_20250911_024337_000019.jpg,rat,100,210,123,230
rec_20250911_024337_000022.jpg,rat,100,210,121,231
rec_20250911_024710_000001.jpg,rat,106,213,138,234
rec_20250911_024710_000003.jpg,rat,109,212,136,231
rec_20250911_024710_000005.jpg,rat,110,214,132,231
rec_20250911_024710_000008.jpg,rat,110,212,134,231
rec_20250911_024710_000016.jpg,rat,110,214,134,230
rec_20250911_024710_000017.jpg,rat,111,211,134,231
rec_20250911_024710_000018.jpg,rat,113,213,138,230
rec_20250911_024710_000019.jpg,rat,114,211,139,228
rec_20250911_024710_000020.jpg,rat,117,212,143,229
rec_20250911_024710_000021.jpg,rat,119,210,142,230
rec_20250911_024710_000022.jpg,rat,116,212,144,231
rec_20250911_045241_000001.jpg,rat,90,211,116,232
rec_20250911_045241_000002.jpg,rat,92,210,117,231
rec_20250911_045241_000003.jpg,rat,93,210,117,232
rec_20250911_045241_000014.jpg,rat,91,212,114,230
rec_20250911_104421_000001.jpg,rat,180,200,214,247
rec_20250911_104421_000002.jpg,rat,181,199,217,246
rec_20250911_104421_000004.jpg,rat,181,199,217,247
rec_20250911_104421_000005.jpg,rat,182,203,213,246
rec_20250911_104421_000007.jpg,rat,178,201,204,236
rec_20250911_104421_000008.jpg,rat,173,199,200,227
rec_20250911_104421_000010.jpg,rat,168,202,203,225
rec_20250911_104421_000011.jpg,rat,171,196,207,223
rec_20250911_104421_000013.jpg,rat,140,200,212,228
rec_20250911_104421_000014.jpg,rat,141,200,204,229
rec_20250911_104421_000016.jpg,rat,142,202,207,228
rec_20250911_104421_000017.jpg,rat,133,217,156,230
rec_20250911_104421_000019.jpg,rat,122,205,176,230
rec_20250911_104421_000020.jpg,rat,123,209,171,229
rec_20250911_104421_000022.jpg,rat,124,211,172,228
rec_20250911_104421_000023.jpg,rat,124,209,165,230
rec_20250911_104421_000025.jpg,rat,118,212,149,230
rec_20250911_104731_000001.jpg,rat,83,210,145,248
rec_20250911_104731_000002.jpg,rat,94,207,154,247
rec_20250911_104731_000004.jpg,rat,93,208,154,246
rec_20250911_104731_000005.jpg,rat,95,208,153,247
rec_20250911_104731_000007.jpg,rat,103,208,143,247
rec_20250911_104731_000008.jpg,rat,100,208,146,246
rec_20250911_104731_000010.jpg,rat,99,206,148,247
rec_20250911_104731_000011.jpg,rat,93,205,139,246
rec_20250911_104731_000013.jpg,rat,95,206,137,236
rec_20250911_104731_000014.jpg,rat,85,201,134,235
rec_20250911_104731_000016.jpg,rat,92,208,136,233
rec_20250911_104731_000017.jpg,rat,95,205,136,235
rec_20250911_104731_000019.jpg,rat,83,205,139,236
rec_20250911_104731_000020.jpg,rat,81,206,146,234
rec_20250911_104731_000022.jpg,rat,86,208,143,235
rec_20250911_104731_000023.jpg,rat,79,208,144,233
rec_20250911_104731_000025.jpg,rat,80,208,142,232
rec_20250916_093717_000001.jpg,rat,69,223,104,250
rec_20250916_093717_000003.jpg,rat,70,223,106,249
rec_20250916_093717_000004.jpg,rat,72,219,115,248
rec_20250916_093717_000005.jpg,rat,72,219,128,245
rec_20250916_093717_000006.jpg,rat,73,220,127,243
rec_20250916_093717_000007.jpg,rat,80,216,117,242
rec_20250916_093717_000008.jpg,rat,85,218,116,242
rec_20250916_093717_000009.jpg,rat,82,219,111,242
rec_20250916_093717_000010.jpg,rat,80,221,116,244
rec_20250916_093717_000011.jpg,rat,88,221,118,242
rec_20250916_093717_000012.jpg,rat,85,221,119,241
rec_20250916_093717_000013.jpg,rat,86,221,120,242
rec_20250916_093717_000014.jpg,rat,87,221,119,242
rec_20250916_093717_000015.jpg,rat,87,219,120,242
rec_20250916_093717_000016.jpg,rat,82,221,121,241
rec_20250916_093717_000017.jpg,rat,83,222,120,243
rec_20250916_093717_000018.jpg,rat,82,224,118,242
rec_20250916_093717_000019.jpg,rat,83,222,120,243
rec_20250916_093717_000020.jpg,rat,82,223,116,241
rec_20250916_093717_000021.jpg,rat,84,224,116,242
rec_20250916_093717_000022.jpg,rat,95,224,160,242
rec_20250916_093717_000023.jpg,rat,107,229,142,241
rec_20250916_093717_000024.jpg,rat,106,211,176,242
rec_20250916_093717_000025.jpg,rat,107,212,173,242
rec_20250916_093717_000026.jpg,rat,105,213,174,244
rec_20250916_093717_000027.jpg,rat,105,213,171,244
rec_20250916_093717_000028.jpg,rat,139,217,167,240
rec_20250916_093717_000029.jpg,rat,125,213,170,241
rec_20250916_093717_000030.jpg,rat,127,212,168,242
rec_20250916_093717_000031.jpg,rat,123,213,164,242
rec_20250916_093717_000032.jpg,rat,105,219,160,247
rec_20250916_094344_000001.jpg,rat,10,219,62,248
rec_20250916_094344_000002.jpg,rat,11,217,62,246
rec_20250916_094344_000003.jpg,rat,11,221,66,248
rec_20250916_094344_000004.jpg,rat,7,220,69,249
rec_20250916_094344_000005.jpg,rat,12,217,75,248
rec_20250916_094344_000006.jpg,rat,13,216,79,248
rec_20250916_094344_000007.jpg,rat,15,214,80,249
rec_20250916_094344_000008.jpg,rat,16,217,78,247
rec_20250916_094344_000009.jpg,rat,16,213,78,245
rec_20250916_094344_000010.jpg,rat,15,214,78,248
rec_20250916_094344_000011.jpg,rat,17,213,75,247
rec_20250916_094344_000012.jpg,rat,38,217,61,247
rec_20250917_033245_000001.jpg,rat,120,218,166,249
rec_20250917_033245_000002.jpg,rat,117,220,168,247
rec_20250917_033245_000003.jpg,rat,121,219,164,249
rec_20250917_033245_000004.jpg,rat,121,219,163,248
rec_20250917_033245_000005.jpg,rat,117,218,167,248
rec_20250917_033245_000006.jpg,rat,118,216,168,249
rec_20250917_033245_000007.jpg,rat,117,215,166,249
rec_20250917_033245_000008.jpg,rat,119,216,166,248
rec_20250917_033245_000009.jpg,rat,117,216,166,248
rec_20250917_033245_000015.jpg,rat,121,220,169,247
rec_20250917_033245_000016.jpg,rat,120,218,166,247
rec_20250917_033245_000017.jpg,rat,123,219,166,247
rec_20250917_033245_000018.jpg,rat,123,218,168,247
rec_20250917_033245_000019.jpg,rat,124,219,167,248
rec_20250917_033245_000020.jpg,rat,123,218,166,248
rec_20250917_033334_000001.jpg,rat,142,219,170,240
rec_20250917_033334_000002.jpg,rat,141,217,172,242
rec_20250917_033334_000003.jpg,rat,141,216,173,240
rec_20250917_033334_000017.jpg,rat,141,219,171,240
rec_20250917_033334_000018.jpg,rat,142,215,176,240
rec_20250917_033334_000019.jpg,rat,140,216,174,243
rec_20250917_033334_000020.jpg,rat,142,216,171,242
rec_20250917_033334_000021.jpg,rat,144,215,172,240
rec_20250917_033334_000022.jpg,rat,141,214,175,241
rec_20250917_033334_000023.jpg,rat,144,218,171,238
rec_20250917_033334_000024.jpg,rat,145,217,169,240
rec_20250917_035856_000001.jpg,rat,114,214,168,249
rec_20250917_035856_000002.jpg,rat,112,219,168,248
rec_20250917_035856_000003.jpg,rat,113,220,165,248
rec_20250917_035856_000004.jpg,rat,110,219,168,246
rec_20250917_035856_000006.jpg,rat,111,220,167,250
rec_20250917_035856_000031.jpg,rat,114,220,165,248
rec_20250917_035856_000032.jpg,rat,110,217,165,247
rec_20250917_035856_000034.jpg,rat,112,219,163,247
rec_20250917_035856_000035.jpg,rat,112,218,167,247
rec_20250917_035856_000036.jpg,rat,112,218,166,247
rec_20250917_035856_000040.jpg,rat,116,219,166,248
rec_20250917_052234_000001.jpg,rat,80,218,122,242
rec_20250917_052234_000002.jpg,rat,82,218,122,242
rec_20250917_052234_000003.jpg,rat,80,220,120,243
rec_20250917_052234_000006.jpg,rat,78,216,121,242
rec_20250917_052234_000007.jpg,rat,79,218,121,244
rec_20250917_052234_000008.jpg,rat,81,216,120,244
rec_20250917_052234_000010.jpg,rat,83,218,120,243
rec_20250917_052234_000011.jpg,rat,84,219,120,244
rec_20250917_052234_000012.jpg,rat,85,219,117,243
rec_20250917_052234_000013.jpg,rat,82,220,120,244
rec_20250917_052234_000014.jpg,rat,83,221,118,243
rec_20250917_052234_000016.jpg,rat,85,220,117,243
rec_20250917_052655_000002.jpg,rat,126,219,154,241
rec_20250917_052655_000003.jpg,rat,129,220,155,242
rec_20250917_052655_000005.jpg,rat,129,218,154,240
rec_20250917_052655_000006.jpg,rat,127,218,156,242
rec_20250917_052655_000007.jpg,rat,128,217,157,241
rec_20250917_052655_000011.jpg,rat,126,221,154,240
rec_20250917_052655_000013.jpg,rat,128,216,155,241
rec_20250917_052655_000016.jpg,rat,129,216,154,239
rec_20250917_052655_000017.jpg,rat,130,218,156,241
rec_20250917_052655_000018.jpg,rat,129,218,154,241
rec_20250917_052655_000019.jpg,rat,130,219,152,241
rec_20250917_052655_000020.jpg,rat,129,218,154,242
rec_20250917_052655_000022.jpg,rat,126,217,153,242
rec_20250917_052655_000024.jpg,rat,131,216,154,242

